ID,Name,Temperature,Rainfall,Spawn Chance,Root Height,Height Variation,Types,Class
205,Temperate River,0.8,0.6,0.1,0.1,0.2,"COLD, RIVER, FOREST",rwg.biomes.base.BaseBiomeRiver
206,Pluto2,0.5,0.0,0.1,0.125,0.05,"COLD, DRY, SPOOKY, DEAD",galaxyspace.SolarSystem.planets.pluto.world.BiomeGenPluto
207,Hot River,0.8,0.2,0.1,0.1,0.2,"HOT, DRY, RIVER, SANDY",rwg.biomes.base.BaseBiomeRiver
208,Pluto3,0.5,0.0,0.1,0.1,0.2,"COLD, DRY, SPOOKY, DEAD",galaxyspace.SolarSystem.planets.pluto.world.BiomeGenPluto
209,Wet River,0.9,0.9,0.1,0.1,0.2,"HOT, WET, JUNGLE, RIVER",rwg.biomes.base.BaseBiomeRiver
210,Pluto4,0.5,0.0,0.1,0.1,0.2,"COLD, DRY, SPOOKY, DEAD",galaxyspace.SolarSystem.planets.pluto.world.BiomeGenPluto
211,River Oasis,0.9,0.9,0.1,0.1,0.2,"HOT, WET, JUNGLE, RIVER",rwg.biomes.base.BaseBiomeRiver
212,Kuiper Belt,0.5,0.0,0.01,0.1,0.2,"COLD, DRY, SPOOKY, DEAD",galaxyspace.SolarSystem.planets.kuiperbelt.world.BiomeGenBaseKuiper
213,Ice Ocean,0.0,0.1,0.1,0.1,0.2,"COLD, OCEAN, SNOWY, BEACH",rwg.biomes.base.BaseBiomeOcean
214,Cold Ocean,0.5,0.4,0.1,0.1,0.2,"COLD, CONIFEROUS, OCEAN, FOREST, BEACH",rwg.biomes.base.BaseBiomeOcean
215,Io,0.5,0.0,0.1,0.1,0.2,"COLD, DRY, SPOOKY, DEAD",galaxyspace.SolarSystem.moons.io.world.BiomeGenBaseIo
216,Temperate Ocean,0.8,0.6,0.1,0.1,0.2,"COLD, OCEAN, FOREST, BEACH",rwg.biomes.base.BaseBiomeOcean
217,IoAsh,0.5,0.0,0.1,0.01,0.02,"COLD, DRY, SPOOKY, DEAD",galaxyspace.SolarSystem.moons.io.world.BiomeGenBaseIo
218,Hot Ocean,0.8,0.2,0.1,0.1,0.2,"HOT, DRY, OCEAN, SANDY, BEACH",rwg.biomes.base.BaseBiomeOcean
219,Titan,0.5,0.0,0.1,0.1,0.2,"COLD, DRY, SPOOKY, DEAD",galaxyspace.SolarSystem.moons.titan.world.BiomeGenTitan
220,BarnardaCShores,1.16,0.0,0.1,0.0,0.025,"COLD, DRY, SPOOKY, DEAD",galaxyspace.BarnardsSystem.planets.barnardaC.world.biome.BiomeGenBarnardaCShores
221,BarnardaCHills,1.16,0.0,0.1,1.0,0.5,"COLD, DRY, SPOOKY, DEAD",galaxyspace.BarnardsSystem.planets.barnardaC.world.biome.BiomeGenBarnardaCHills
222,BarnardaCLowPlains,1.16,0.0,0.1,0.125,0.05,"COLD, DRY, SPOOKY, DEAD",galaxyspace.BarnardsSystem.planets.barnardaC.world.biome.BiomeGenBarnardaCLowPlains
223,Ocean Oasis,0.9,0.9,0.1,0.1,0.2,"HOT, WET, JUNGLE, OCEAN, BEACH",rwg.biomes.base.BaseBiomeOcean
224,Snow Desert,0.0,0.1,0.1,0.1,0.2,"COLD, SNOWY, WASTELAND",rwg.biomes.base.BaseBiomeSnowDesert
225,Snow Forest,0.0,0.1,0.1,0.1,0.2,"COLD, CONIFEROUS, FOREST, SNOWY",rwg.biomes.base.BaseBiomeSnowForest
226,Cold Plains,0.2,0.2,0.1,0.1,0.2,"COLD, WASTELAND",rwg.biomes.base.BaseBiomeColdPlains
227,Cold Forest,0.5,0.4,0.1,0.1,0.2,"COLD, DENSE, CONIFEROUS, FOREST, HILLS",rwg.biomes.base.BaseBiomeColdForest
228,Hot Plains,0.9,0.1,0.1,0.1,0.2,"HOT, SPARSE, SAVANNA, PLAINS",rwg.biomes.base.BaseBiomeHotPlains
229,Hot Forest,0.8,0.2,0.1,0.1,0.2,"HOT, SPARSE, SAVANNA, PLAINS",rwg.biomes.base.BaseBiomeHotForest
230,Hot Desert,1.0,0.0,0.1,0.1,0.2,"HOT, DRY, SANDY",rwg.biomes.base.BaseBiomeHotDesert
231,Plains (RWG),0.6,0.4,0.1,0.1,0.2,PLAINS,rwg.biomes.base.BaseBiomePlains
232,Tropical Island,0.8,0.8,0.1,0.1,0.2,"HOT, WET, JUNGLE",rwg.biomes.base.BaseBiomeTropicalIsland
233,Redwood,0.7,0.6,0.1,0.1,0.2,"COLD, CONIFEROUS, FOREST",rwg.biomes.base.BaseBiomeRedwood
234,Jungle (RWG),0.9,0.9,0.1,0.1,0.2,"HOT, WET, JUNGLE",rwg.biomes.base.BaseBiomeJungle
235,Oasis,0.9,0.9,0.1,0.1,0.2,"HOT, WET, PLAINS",rwg.biomes.base.BaseBiomeRiver
236,Temperate Forest,0.8,0.6,0.1,0.1,0.2,PLAINS,rwg.biomes.base.BaseBiomeTemperateForest
237,Wet Ocean,0.9,0.9,0.1,0.1,0.2,"HOT, WET, JUNGLE, OCEAN, BEACH",rwg.biomes.base.BaseBiomeOcean
238,BarnardaCFlowers,1.16,0.0,0.1,0.0,0.025,"COLD, DRY, SPOOKY, DEAD",galaxyspace.BarnardsSystem.planets.barnardaC.world.biome.BiomeGenBarnardaCFlowers
239,BarnardaCOceans,1.16,0.0,0.1,-1.0,0.1,"COLD, DRY, SPOOKY, DEAD",galaxyspace.BarnardsSystem.planets.barnardaC.world.biome.BiomeGenBarnardaCOceans
240,null,null,null,null
241,null,null,null,null
242,null,null,null,null
243,null,null,null,null
244,null,null,null,null
245,null,null,null,null
246,null,null,null,null
247,null,null,null,null
248,null,null,null,null
249,null,null,null,null
250,null,null,null,null
251,null,null,null,null
252,null,null,null,null
253,null,null,null,null
254,null,null,null,null
255,null,null,null,null
256,null,null,null,null
257,null,null,null,null
258,null,null,null,null
259,null,null,null,null
260,null,null,null,null
261,null,null,null,null
262,null,null,null,null
263,null,null,null,null
264,null,null,null,null
265,null,null,null,null
266,null,null,null,null
267,null,null,null,null
268,null,null,null,null
269,null,null,null,null
270,null,null,null,null
271,null,null,null,null
272,null,null,null,null
273,null,null,null,null
274,null,null,null,null
275,null,null,null,null
276,null,null,null,null
277,null,null,null,null
278,null,null,null,null
279,null,null,null,null
280,null,null,null,null
281,null,null,null,null
282,null,null,null,null
283,null,null,null,null
284,null,null,null,null
285,null,null,null,null
286,null,null,null,null
287,null,null,null,null
288,null,null,null,null
289,null,null,null,null
290,null,null,null,null
291,null,null,null,null
292,null,null,null,null
293,null,null,null,null
294,null,null,null,null
295,null,null,null,null
296,null,null,null,null
297,null,null,null,null
298,null,null,null,null
299,null,null,null,null
300,null,null,null,null
301,null,null,null,null
302,null,null,null,null
303,null,null,null,null
304,null,null,null,null
305,null,null,null,null
306,null,null,null,null
307,null,null,null,null
308,null,null,null,null
309,null,null,null,null
310,null,null,null,null
311,null,null,null,null
312,null,null,null,null
313,null,null,null,null
314,null,null,null,null
315,null,null,null,null
316,null,null,null,null
317,null,null,null,null
318,null,null,null,null
319,null,null,null,null
320,null,null,null,null
321,null,null,null,null
322,null,null,null,null
323,null,null,null,null
324,null,null,null,null
325,null,null,null,null
326,null,null,null,null
327,null,null,null,null
328,null,null,null,null
329,null,null,null,null
330,null,null,null,null
331,null,null,null,null
332,null,null,null,null
333,null,null,null,null
334,null,null,null,null
335,null,null,null,null
336,null,null,null,null
337,null,null,null,null
338,null,null,null,null
339,null,null,null,null
340,null,null,null,null
341,null,null,null,null
342,null,null,null,null
343,null,null,null,null
344,null,null,null,null
345,null,null,null,null
346,null,null,null,null
347,null,null,null,null
348,null,null,null,null
349,null,null,null,null
350,null,null,null,null
351,null,null,null,null
352,null,null,null,null
353,null,null,null,null
354,null,null,null,null
355,null,null,null,null
356,null,null,null,null
357,null,null,null,null
358,null,null,null,null
359,null,null,null,null
360,null,null,null,null
361,null,null,null,null
362,null,null,null,null
363,null,null,null,null
364,null,null,null,null
365,null,null,null,null
366,null,null,null,null
367,null,null,null,null
368,null,null,null,null
369,null,null,null,null
370,null,null,null,null
371,null,null,null,null
372,null,null,null,null
373,null,null,null,null
374,null,null,null,null
375,null,null,null,null
376,null,null,null,null
377,null,null,null,null
378,null,null,null,null
379,null,null,null,null
380,null,null,null,null
381,null,null,null,null
382,null,null,null,null
383,null,null,null,null
384,null,null,null,null
385,null,null,null,null
386,null,null,null,null
387,null,null,null,null
388,null,null,null,null
389,null,null,null,null
390,null,null,null,null
391,null,null,null,null
392,null,null,null,null
393,null,null,null,null
394,null,null,null,null
395,null,null,null,null
396,null,null,null,null
397,null,null,null,null
398,null,null,null,null
399,null,null,null,null
400,null,null,null,null
401,null,null,null,null
402,null,null,null,null
403,null,null,null,null
404,null,null,null,null
405,null,null,null,null
406,null,null,null,null
407,null,null,null,null
408,null,null,null,null
409,null,null,null,null
410,null,null,null,null
411,null,null,null,null
412,null,null,null,null
413,null,null,null,null
414,null,null,null,null
415,null,null,null,null
416,null,null,null,null
417,null,null,null,null
418,null,null,null,null
419,null,null,null,null
420,null,null,null,null
421,null,null,null,null
422,null,null,null,null
423,null,null,null,null
424,null,null,null,null
425,null,null,null,null
426,null,null,null,null
427,null,null,null,null
428,null,null,null,null
429,null,null,null,null
430,null,null,null,null
431,null,null,null,null
432,null,null,null,null
433,null,null,null,null
434,null,null,null,null
435,null,null,null,null
436,null,null,null,null
437,null,null,null,null
438,null,null,null,null
439,null,null,null,null
440,null,null,null,null
441,null,null,null,null
442,null,null,null,null
443,null,null,null,null
444,null,null,null,null
445,null,null,null,null
446,null,null,null,null
447,null,null,null,null
448,null,null,null,null
449,null,null,null,null
450,null,null,null,null
451,null,null,null,null
452,null,null,null,null
453,null,null,null,null
454,null,null,null,null
455,null,null,null,null
456,null,null,null,null
457,null,null,null,null
458,null,null,null,null
459,null,null,null,null
460,null,null,null,null
461,null,null,null,null
462,null,null,null,null
463,null,null,null,null
464,null,null,null,null
465,null,null,null,null
466,null,null,null,null
467,null,null,null,null
468,null,null,null,null
469,null,null,null,null
470,null,null,null,null
471,null,null,null,null
472,null,null,null,null
473,null,null,null,null
474,null,null,null,null
475,null,null,null,null
476,null,null,null,null
477,null,null,null,null
478,null,null,null,null
479,null,null,null,null
480,null,null,null,null
481,null,null,null,null
482,null,null,null,null
483,null,null,null,null
484,null,null,null,null
485,null,null,null,null
486,null,null,null,null
487,null,null,null,null
488,null,null,null,null
489,null,null,null,null
490,null,null,null,null
491,null,null,null,null
492,null,null,null,null
493,null,null,null,null
494,null,null,null,null
495,null,null,null,null
496,null,null,null,null
497,null,null,null,null
498,null,null,null,null
499,null,null,null,null
500,null,null,null,null
501,null,null,null,null
502,null,null,null,null
503,null,null,null,null
504,null,null,null,null
505,null,null,null,null
506,null,null,null,null
507,null,null,null,null
508,null,null,null,null
509,null,null,null,null
510,null,null,null,null
511,null,null,null,null
512,null,null,null,null
513,null,null,null,null
514,null,null,null,null
515,null,null,null,null
516,null,null,null,null
517,null,null,null,null
518,null,null,null,null
519,null,null,null,null
520,null,null,null,null
521,null,null,null,null
522,null,null,null,null
523,null,null,null,null
524,null,null,null,null
525,null,null,null,null
526,null,null,null,null
527,null,null,null,null
528,null,null,null,null
529,null,null,null,null
530,null,null,null,null
531,null,null,null,null
532,null,null,null,null
533,null,null,null,null
534,null,null,null,null
535,null,null,null,null
536,null,null,null,null
537,null,null,null,null
538,null,null,null,null
539,null,null,null,null
540,null,null,null,null
541,null,null,null,null
542,null,null,null,null
543,null,null,null,null
544,null,null,null,null
545,null,null,null,null
546,null,null,null,null
547,null,null,null,null
548,null,null,null,null
549,null,null,null,null
550,null,null,null,null
551,null,null,null,null
552,null,null,null,null
553,null,null,null,null
554,null,null,null,null
555,null,null,null,null
556,null,null,null,null
557,null,null,null,null
558,null,null,null,null
559,null,null,null,null
560,null,null,null,null
561,null,null,null,null
562,null,null,null,null
563,null,null,null,null
564,null,null,null,null
565,null,null,null,null
566,null,null,null,null
567,null,null,null,null
568,null,null,null,null
569,null,null,null,null
570,null,null,null,null
571,null,null,null,null
572,null,null,null,null
573,null,null,null,null
574,null,null,null,null
575,null,null,null,null
576,null,null,null,null
577,null,null,null,null
578,null,null,null,null
579,null,null,null,null
580,null,null,null,null
581,null,null,null,null
582,null,null,null,null
583,null,null,null,null
584,null,null,null,null
585,null,null,null,null
586,null,null,null,null
587,null,null,null,null
588,null,null,null,null
589,null,null,null,null
590,null,null,null,null
591,null,null,null,null
592,null,null,null,null
593,null,null,null,null
594,null,null,null,null
595,null,null,null,null
596,null,null,null,null
597,null,null,null,null
598,null,null,null,null
599,null,null,null,null
600,null,null,null,null
601,null,null,null,null
602,null,null,null,null
603,null,null,null,null
604,null,null,null,null
605,null,null,null,null
606,null,null,null,null
607,null,null,null,null
608,null,null,null,null
609,null,null,null,null
610,null,null,null,null
611,null,null,null,null
612,null,null,null,null
613,null,null,null,null
614,null,null,null,null
615,null,null,null,null
616,null,null,null,null
617,null,null,null,null
618,null,null,null,null
619,null,null,null,null
620,null,null,null,null
621,null,null,null,null
622,null,null,null,null
623,null,null,null,null
624,null,null,null,null
625,null,null,null,null
626,null,null,null,null
627,null,null,null,null
628,null,null,null,null
629,null,null,null,null
630,null,null,null,null
631,null,null,null,null
632,null,null,null,null
633,null,null,null,null
634,null,null,null,null
635,null,null,null,null
636,null,null,null,null
637,null,null,null,null
638,null,null,null,null
639,null,null,null,null
640,null,null,null,null
641,null,null,null,null
642,null,null,null,null
643,null,null,null,null
644,null,null,null,null
645,null,null,null,null
646,null,null,null,null
647,null,null,null,null
648,null,null,null,null
649,null,null,null,null
650,null,null,null,null
651,null,null,null,null
652,null,null,null,null
653,null,null,null,null
654,null,null,null,null
655,null,null,null,null
656,null,null,null,null
657,null,null,null,null
658,null,null,null,null
659,null,null,null,null
660,null,null,null,null
661,null,null,null,null
662,null,null,null,null
663,null,null,null,null
664,null,null,null,null
665,null,null,null,null
666,null,null,null,null
667,null,null,null,null
668,null,null,null,null
669,null,null,null,null
670,null,null,null,null
671,null,null,null,null
672,null,null,null,null
673,null,null,null,null
674,null,null,null,null
675,null,null,null,null
676,null,null,null,null
677,null,null,null,null
678,null,null,null,null
679,null,null,null,null
680,null,null,null,null
681,null,null,null,null
682,null,null,null,null
683,null,null,null,null
684,null,null,null,null
685,null,null,null,null
686,null,null,null,null
687,null,null,null,null
688,null,null,null,null
689,null,null,null,null
690,null,null,null,null
691,null,null,null,null
692,null,null,null,null
693,null,null,null,null
694,null,null,null,null
695,null,null,null,null
696,null,null,null,null
697,null,null,null,null
698,null,null,null,null
699,null,null,null,null
700,null,null,null,null
701,null,null,null,null
702,null,null,null,null
703,null,null,null,null
704,null,null,null,null
705,null,null,null,null
706,null,null,null,null
707,null,null,null,null
708,null,null,null,null
709,null,null,null,null
710,null,null,null,null
711,null,null,null,null
712,null,null,null,null
713,null,null,null,null
714,null,null,null,null
715,null,null,null,null
716,null,null,null,null
717,null,null,null,null
718,null,null,null,null
719,null,null,null,null
720,null,null,null,null
721,null,null,null,null
722,null,null,null,null
723,null,null,null,null
724,null,null,null,null
725,null,null,null,null
726,null,null,null,null
727,null,null,null,null
728,null,null,null,null
729,null,null,null,null
730,null,null,null,null
731,null,null,null,null
732,null,null,null,null
733,null,null,null,null
734,null,null,null,null
735,null,null,null,null
736,null,null,null,null
737,null,null,null,null
738,null,null,null,null
739,null,null,null,null
740,null,null,null,null
741,null,null,null,null
742,null,null,null,null
743,null,null,null,null
744,null,null,null,null
745,null,null,null,null
746,null,null,null,null
747,null,null,null,null
748,null,null,null,null
749,null,null,null,null
750,null,null,null,null
751,null,null,null,null
752,null,null,null,null
753,null,null,null,null
754,null,null,null,null
755,null,null,null,null
756,null,null,null,null
757,null,null,null,null
758,null,null,null,null
759,null,null,null,null
760,null,null,null,null
761,null,null,null,null
762,null,null,null,null
763,null,null,null,null
764,null,null,null,null
765,null,null,null,null
766,null,null,null,null
767,null,null,null,null
768,null,null,null,null
769,null,null,null,null
770,null,null,null,null
771,null,null,null,null
772,null,null,null,null
773,null,null,null,null
774,null,null,null,null
775,null,null,null,null
776,null,null,null,null
777,null,null,null,null
778,null,null,null,null
779,null,null,null,null
780,null,null,null,null
781,null,null,null,null
782,null,null,null,null
783,null,null,null,null
784,null,null,null,null
785,null,null,null,null
786,null,null,null,null
787,null,null,null,null
788,null,null,null,null
789,null,null,null,null
790,null,null,null,null
791,null,null,null,null
792,null,null,null,null
793,null,null,null,null
794,null,null,null,null
795,null,null,null,null
796,null,null,null,null
797,null,null,null,null
798,null,null,null,null
799,null,null,null,null
800,null,null,null,null
801,null,null,null,null
802,null,null,null,null
803,null,null,null,null
804,null,null,null,null
805,null,null,null,null
806,null,null,null,null
807,null,null,null,null
808,null,null,null,null
809,null,null,null,null
810,null,null,null,null
811,null,null,null,null
812,null,null,null,null
813,null,null,null,null
814,null,null,null,null
815,null,null,null,null
816,null,null,null,null
817,null,null,null,null
818,null,null,null,null
819,null,null,null,null
820,null,null,null,null
821,null,null,null,null
822,null,null,null,null
823,null,null,null,null
824,null,null,null,null
825,null,null,null,null
826,null,null,null,null
827,null,null,null,null
828,null,null,null,null
829,null,null,null,null
830,null,null,null,null
831,null,null,null,null
832,null,null,null,null
833,null,null,null,null
834,null,null,null,null
835,null,null,null,null
836,null,null,null,null
837,null,null,null,null
838,null,null,null,null
839,null,null,null,null
840,null,null,null,null
841,null,null,null,null
842,null,null,null,null
843,null,null,null,null
844,null,null,null,null
845,null,null,null,null
846,null,null,null,null
847,null,null,null,null
848,null,null,null,null
849,null,null,null,null
850,null,null,null,null
851,null,null,null,null
852,null,null,null,null
853,null,null,null,null
854,null,null,null,null
855,null,null,null,null
856,null,null,null,null
857,null,null,null,null
858,null,null,null,null
859,null,null,null,null
860,null,null,null,null
861,null,null,null,null
862,null,null,null,null
863,null,null,null,null
864,null,null,null,null
865,null,null,null,null
866,null,null,null,null
867,null,null,null,null
868,null,null,null,null
869,null,null,null,null
870,null,null,null,null
871,null,null,null,null
872,null,null,null,null
873,null,null,null,null
874,null,null,null,null
875,null,null,null,null
876,null,null,null,null
877,null,null,null,null
878,null,null,null,null
879,null,null,null,null
880,null,null,null,null
881,null,null,null,null
882,null,null,null,null
883,null,null,null,null
884,null,null,null,null
885,null,null,null,null
886,null,null,null,null
887,null,null,null,null
888,null,null,null,null
889,null,null,null,null
890,null,null,null,null
891,null,null,null,null
892,null,null,null,null
893,null,null,null,null
894,null,null,null,null
895,null,null,null,null
896,null,null,null,null
897,null,null,null,null
898,null,null,null,null
899,null,null,null,null
900,null,null,null,null
901,null,null,null,null
902,null,null,null,null
903,null,null,null,null
904,null,null,null,null
905,null,null,null,null
906,null,null,null,null
907,null,null,null,null
908,null,null,null,null
909,null,null,null,null
910,null,null,null,null
911,null,null,null,null
912,null,null,null,null
913,null,null,null,null
914,null,null,null,null
915,null,null,null,null
916,null,null,null,null
917,null,null,null,null
918,null,null,null,null
919,null,null,null,null
920,null,null,null,null
921,null,null,null,null
922,null,null,null,null
923,null,null,null,null
924,null,null,null,null
925,null,null,null,null
926,null,null,null,null
927,null,null,null,null
928,null,null,null,null
929,null,null,null,null
930,null,null,null,null
931,null,null,null,null
932,null,null,null,null
933,null,null,null,null
934,null,null,null,null
935,null,null,null,null
936,null,null,null,null
937,null,null,null,null
938,null,null,null,null
939,null,null,null,null
940,null,null,null,null
941,null,null,null,null
942,null,null,null,null
943,null,null,null,null
944,null,null,null,null
945,null,null,null,null
946,null,null,null,null
947,null,null,null,null
948,null,null,null,null
949,null,null,null,null
950,null,null,null,null
951,null,null,null,null
952,null,null,null,null
953,null,null,null,null
954,null,null,null,null
955,null,null,null,null
956,null,null,null,null
957,null,null,null,null
958,null,null,null,null
959,null,null,null,null
960,null,null,null,null
961,null,null,null,null
962,null,null,null,null
963,null,null,null,null
964,null,null,null,null
965,null,null,null,null
966,null,null,null,null
967,null,null,null,null
968,null,null,null,null
969,null,null,null,null
970,null,null,null,null
971,null,null,null,null
972,null,null,null,null
973,null,null,null,null
974,null,null,null,null
975,null,null,null,null
976,null,null,null,null
977,null,null,null,null
978,null,null,null,null
979,null,null,null,null
980,null,null,null,null
981,null,null,null,null
982,null,null,null,null
983,null,null,null,null
984,null,null,null,null
985,null,null,null,null
986,null,null,null,null
987,null,null,null,null
988,null,null,null,null
989,null,null,null,null
990,null,null,null,null
991,null,null,null,null
992,null,null,null,null
993,null,null,null,null
994,null,null,null,null
995,null,null,null,null
996,null,null,null,null
997,null,null,null,null
998,null,null,null,null
999,null,null,null,null
1000,null,null,null,null
1001,null,null,null,null
1002,null,null,null,null
1003,null,null,null,null
1004,null,null,null,null
1005,null,null,null,null
1006,null,null,null,null
1007,null,null,null,null
1008,null,null,null,null
1009,null,null,null,null
1010,null,null,null,null
1011,null,null,null,null
1012,null,null,null,null
1013,null,null,null,null
1014,null,null,null,null
1015,null,null,null,null
1016,null,null,null,null
1017,null,null,null,null
1018,null,null,null,null
1019,null,null,null,null
1020,null,null,null,null
1021,null,null,null,null
1022,null,null,null,null
1023,null,null,null,null
1024,null,null,null,null
1025,null,null,null,null
1026,null,null,null,null
1027,null,null,null,null
1028,null,null,null,null
1029,null,null,null,null
1030,null,null,null,null
1031,null,null,null,null
1032,null,null,null,null
1033,null,null,null,null
1034,null,null,null,null
1035,null,null,null,null
1036,null,null,null,null
1037,null,null,null,null
1038,null,null,null,null
1039,null,null,null,null
1040,null,null,null,null
1041,null,null,null,null
1042,null,null,null,null
1043,null,null,null,null
1044,null,null,null,null
1045,null,null,null,null
1046,null,null,null,null
1047,null,null,null,null
1048,null,null,null,null
1049,null,null,null,null
1050,null,null,null,null
1051,null,null,null,null
1052,null,null,null,null
1053,null,null,null,null
1054,null,null,null,null
1055,null,null,null,null
1056,null,null,null,null
1057,null,null,null,null
1058,null,null,null,null
1059,null,null,null,null
1060,null,null,null,null
1061,null,null,null,null
1062,null,null,null,null
1063,null,null,null,null
1064,null,null,null,null
1065,null,null,null,null
1066,null,null,null,null
1067,null,null,null,null
1068,null,null,null,null
1069,null,null,null,null
1070,null,null,null,null
1071,null,null,null,null
1072,null,null,null,null
1073,null,null,null,null
1074,null,null,null,null
1075,null,null,null,null
1076,null,null,null,null
1077,null,null,null,null
1078,null,null,null,null
1079,null,null,null,null
1080,null,null,null,null
1081,null,null,null,null
