Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
cyclohexane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.cyclohexane@0,环己烷单元,miscutils:cyclohexane
cyclohexanone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.cyclohexanone@0,环己酮单元,miscutils:cyclohexanone
cyclopentadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10087,环戊二烯单元,bartworks:gt.bwMetaGeneratedcell
densesteam,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30232,致密蒸汽单元,gregtech:gt.metaitem.01
densesupercriticalsteam,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30234,超临界致密蒸汽单元,gregtech:gt.metaitem.01
densesuperheatedsteam,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30233,过热致密蒸汽单元,gregtech:gt.metaitem.01
destabilizationslurry,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30183,不稳定浆液单元,gregtech:gt.metaitem.01
deuterium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30002,氘单元,gregtech:gt.metaitem.01
diaminodiphenylmethanmixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30795,二氨基二苯甲烷混合物单元,gregtech:gt.metaitem.01
diaminotoluene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11310,二氨基甲苯单元,bartworks:gt.bwMetaGeneratedcell
dichlorobenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30632,对二氯苯单元,gregtech:gt.metaitem.01
dichlorosilane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30799,二氯硅烷单元,gregtech:gt.metaitem.01
diethylamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10089,二乙胺单元,bartworks:gt.bwMetaGeneratedcell
diluted acetone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11316,稀释丙酮单元,bartworks:gt.bwMetaGeneratedcell
diluted bastnasite mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11105,稀释氟碳镧铈泥浆单元,bartworks:gt.bwMetaGeneratedcell
diluted monazite rare earth mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11015,稀释独居石稀土泥浆单元,bartworks:gt.bwMetaGeneratedcell
diluted monazite sulfate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11016,稀释硫酸独居石溶液单元,bartworks:gt.bwMetaGeneratedcell
diluted samarium rare earth solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11463,钐稀土稀释液单元,bartworks:gt.bwMetaGeneratedcell
dilutedhydrochloricacid_gt5u,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30606,稀盐酸单元,gregtech:gt.metaitem.01
dilutedsulfuricacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30640,稀硫酸单元,gregtech:gt.metaitem.01
dilutedxenoxene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@35,钝化异氙单元,gregtech:gt.metaitem.98
dimensionallyshiftedsuperfluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30151,维度偏移超流体单元,gregtech:gt.metaitem.01
dimensionallytranscendentcrudecatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30748,粗制超维度催化剂单元,gregtech:gt.metaitem.01
dimensionallytranscendentexoticcatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30745,异星超维度催化剂单元,gregtech:gt.metaitem.01
dimensionallytranscendentprosaiccatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30747,平凡超维度催化剂单元,gregtech:gt.metaitem.01
dimensionallytranscendentresidue,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30589,超维度残留单元,gregtech:gt.metaitem.01
dimensionallytranscendentresplendentcatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30746,光辉超维度催化剂单元,gregtech:gt.metaitem.01
dimensionallytranscendentstellarcatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30130,恒星超维度催化剂单元,gregtech:gt.metaitem.01
dimethylamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30656,二甲胺单元,gregtech:gt.metaitem.01
dimethylbenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30593,邻二甲苯单元,gregtech:gt.metaitem.01
dimethyldichlorosilane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30663,二甲基氯硅烷单元,gregtech:gt.metaitem.01
dimethylterephthalate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30766,对苯二甲酸二甲酯单元,gregtech:gt.metaitem.01
dinitrogentetroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30657,四氧化二氮单元,gregtech:gt.metaitem.01
dinitrotoluene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11309,二硝基甲苯单元,bartworks:gt.bwMetaGeneratedcell
diphenylisophtalate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30598,间苯二甲酸二苯酯单元,gregtech:gt.metaitem.01
diphenylmethanediisocyanatemixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30794,二苯基甲烷二异氰酸酯混合物单元,gregtech:gt.metaitem.01
dye.chemical.dyeblack,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32430,喷漆罐（Black）,gregtech:gt.metaitem.01
dye.chemical.dyeblue,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32438,喷漆罐（Blue）,gregtech:gt.metaitem.01
dye.chemical.dyebrown,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32436,喷漆罐（Brown）,gregtech:gt.metaitem.01
dye.chemical.dyecyan,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32442,喷漆罐（Cyan）,gregtech:gt.metaitem.01
dye.chemical.dyegray,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32446,喷漆罐（Gray）,gregtech:gt.metaitem.01
dye.chemical.dyegreen,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32434,喷漆罐（Green）,gregtech:gt.metaitem.01
dye.chemical.dyelightblue,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32454,喷漆罐（Light Blue）,gregtech:gt.metaitem.01
dye.chemical.dyelightgray,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32444,喷漆罐（Light Gray）,gregtech:gt.metaitem.01
dye.chemical.dyelime,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32450,喷漆罐（Lime）,gregtech:gt.metaitem.01
dye.chemical.dyemagenta,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32456,喷漆罐（Magenta）,gregtech:gt.metaitem.01
dye.chemical.dyeorange,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32458,喷漆罐（Orange）,gregtech:gt.metaitem.01
dye.chemical.dyepink,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32448,喷漆罐（Pink）,gregtech:gt.metaitem.01
dye.chemical.dyepurple,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32440,喷漆罐（Purple）,gregtech:gt.metaitem.01
dye.chemical.dyered,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32432,喷漆罐（Red）,gregtech:gt.metaitem.01
dye.chemical.dyewhite,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32460,喷漆罐（White）,gregtech:gt.metaitem.01
dye.chemical.dyeyellow,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32452,喷漆罐（Yellow）,gregtech:gt.metaitem.01
dysprosium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11440,氯化镝浓缩液单元,bartworks:gt.bwMetaGeneratedcell
dysprosium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11419,镝萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
electrum.molten,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@22,桶装熔融琥珀金,TConstruct:buckets
electrum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@22,黏土桶(熔融琥珀金),IguanaTweaksTConstruct:clayBucketsTinkers
emerald.liquid,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@15,桶装熔融绿宝石,TConstruct:buckets
emerald.liquid,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@15,黏土桶(熔融绿宝石),IguanaTweaksTConstruct:clayBucketsTinkers
ender,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@23,桶装熔融末影珍珠,TConstruct:buckets
ender,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@23,黏土桶(液态末影),IguanaTweaksTConstruct:clayBucketsTinkers
ender,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@20,谐振熔融末影珍珠魔力胶囊,MagicBees:capsule.magic
ender,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.MiscUtils.bucket@3,谐振熔融末影珍珠桶,miscutils:bucket
ender,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@3,液态末影单元,gregtech:gt.metaitem.98
ender,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@20,谐振熔融末影珍珠虚空胶囊,MagicBees:capsule.void
ender air,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25120,末地空气单元,bartworks:gt.bwMetaGeneratedcell
ender_distillation,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.bucketEnder_distillation@0,桶装深渊露水,EnderIO:bucketEnder_distillation
endergoo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@4,末影黏浆单元,gregtech:gt.metaitem.98
endergoo,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.bucketEnderGoo@0,末影黏浆桶,HardcoreEnderExpansion:bucket_ender_goo
enderium.molten,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@30,桶装熔融末影,TConstruct:buckets
enriched naquadah goo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10080,富集硅岩黏浆单元,bartworks:gt.bwMetaGeneratedcell
enriched naquadah waste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25104,富集硅岩废液单元,bartworks:gt.bwMetaGeneratedcell
enriched-naquadah-rich solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10069,高纯富集硅岩溶液单元,bartworks:gt.bwMetaGeneratedcell
enrichedbacterialsludge,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@19,富集菌泥单元,gregtech:gt.metaitem.98
entangled_bedrockium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_bedrockium@0,纠缠玻色-爱因斯坦凝聚态基岩单元,gregtech:gt.cell.entangled_bedrockium
entangled_celestialtungsten,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_celestialtungsten@0,纠缠玻色-爱因斯坦凝聚态天体钨单元,gregtech:gt.cell.entangled_celestialtungsten
entangled_chromaticglass,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_chromaticglass@0,纠缠玻色-爱因斯坦凝聚态彩色玻璃单元,gregtech:gt.cell.entangled_chromaticglass
entangled_cosmicneutronium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_cosmicneutronium@0,纠缠玻色-爱因斯坦凝聚态宇宙中子态素单元,gregtech:gt.cell.entangled_cosmicneutronium
entangled_cosmicsolder,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_cosmicsolder@0,纠缠玻色-爱因斯坦凝聚态寰宇焊料单元,gregtech:gt.cell.entangled_cosmicsolder
entangled_dimshiftedsuperfluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_dimshiftedsuperfluid@0,纠缠玻色-爱因斯坦凝聚态维度偏移超流体单元,gregtech:gt.cell.entangled_dimshiftedsuperfluid
entangled_eternity,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_eternity@0,纠缠玻色-爱因斯坦凝聚态永恒单元,gregtech:gt.cell.entangled_eternity
entangled_hypogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_hypogen@0,纠缠玻色-爱因斯坦凝聚态海珀珍单元,gregtech:gt.cell.entangled_hypogen
entangled_infinity,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_infinity@0,纠缠玻色-爱因斯坦凝聚态无尽单元,gregtech:gt.cell.entangled_infinity
entangled_magmatter,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_magmatter@0,纠缠玻色-爱因斯坦凝聚态磁物质单元,gregtech:gt.cell.entangled_magmatter
entangled_mhdcsm,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_mhdcsm@0,纠缠玻色-爱因斯坦凝聚态蓝框岩浆单元,gregtech:gt.cell.entangled_mhdcsm
entangled_neutronium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_neutronium@0,纠缠玻色-爱因斯坦凝聚态中子单元,gregtech:gt.cell.entangled_neutronium
entangled_space,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_space@0,纠缠玻色-爱因斯坦凝聚态扩大化空间单元,gregtech:gt.cell.entangled_space
entangled_spacetime,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_spacetime@0,纠缠玻色-爱因斯坦凝聚态时空单元,gregtech:gt.cell.entangled_spacetime
entangled_time,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_time@0,纠缠玻色-爱因斯坦凝聚态富快子单元,gregtech:gt.cell.entangled_time
entangled_transcendentmetal,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_transcendentmetal@0,纠缠玻色-爱因斯坦凝聚态超时空金属单元,gregtech:gt.cell.entangled_transcendentmetal
entangled_universium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.gt.cell.entangled_universium@0,纠缠玻色-爱因斯坦凝聚态宇宙素单元,gregtech:gt.cell.entangled_universium
entropiccatalyst,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30899,混沌催化剂单元,gregtech:gt.metaitem.01
enzymessollution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@10,酶溶液单元,gregtech:gt.metaitem.98
eohb-solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@30002,EOHB-Solution单元,bartworks:gt.bwMetaGeneratedcell
erbium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11442,氯化铒浓缩液单元,bartworks:gt.bwMetaGeneratedcell
erbium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11423,铒萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
erluoxides solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25060,饵-镥氧化物单元,bartworks:gt.bwMetaGeneratedcell
escherichiakolifluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@11,大肠杆菌流体单元,gregtech:gt.metaitem.98
ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30642,乙烷单元,gregtech:gt.metaitem.01
ethanol gasoline,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10086,乙醇汽油单元,bartworks:gt.bwMetaGeneratedcell
ethanolamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25005,乙醇胺单元,bartworks:gt.bwMetaGeneratedcell
ethenone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30641,乙烯酮单元,gregtech:gt.metaitem.01
ether,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10029,乙醚单元,bartworks:gt.bwMetaGeneratedcell
ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30677,乙烯单元,gregtech:gt.metaitem.01
ethylenediamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25004,乙二胺单元,bartworks:gt.bwMetaGeneratedcell
ethyleneglycol,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30787,乙二醇单元,gregtech:gt.metaitem.01
ethyleneoxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30789,环氧乙烷单元,gregtech:gt.metaitem.01
ethyltertbutylether,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30994,抗爆剂单元,gregtech:gt.metaitem.01
europium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11437,氯化铕浓缩液单元,bartworks:gt.bwMetaGeneratedcell
europium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11413,铕萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
excited naquadah fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25049,激发的混合硅岩基燃料单元,bartworks:gt.bwMetaGeneratedcell
exciteddtcc,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30109,激发的粗制超维度催化剂单元,gregtech:gt.metaitem.01
exciteddtec,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30126,激发的异星超维度催化剂单元,gregtech:gt.metaitem.01
exciteddtpc,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30113,激发的平凡超维度催化剂单元,gregtech:gt.metaitem.01
exciteddtrc,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30121,激发的光辉超维度催化剂单元,gregtech:gt.metaitem.01
exciteddtsc,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30127,激发的恒星超维度催化剂单元,gregtech:gt.metaitem.01
fermentation.base,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.FermentationBase@0,发酵基单元,miscutils:FermentationBase
fermentedbacterialsludge,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@20,发酵菌泥单元,gregtech:gt.metaitem.98
fermentedbiomass,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30691,发酵生物质单元,gregtech:gt.metaitem.01
ferric ree chloride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25056,含稀土氯化铁单元,bartworks:gt.bwMetaGeneratedcell
ferrocene solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10091,二茂铁溶液单元,bartworks:gt.bwMetaGeneratedcell
ferrocene waste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10092,二茂铁废水单元,bartworks:gt.bwMetaGeneratedcell
fieryblood,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.fieryBlood@0,炽热的血液,TwilightForest:item.fieryBlood
fieryblood,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@346,熔融炽热的钢单元,gregtech:gt.metaitem.99
filled cerium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11406,满溢的铈萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled dysprosium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11420,满溢的镝萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled erbium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11424,满溢的铒萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled europium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11414,满溢的铕萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled gadolinium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11416,满溢的钆萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled holmium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11422,满溢的钬萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled lanthanum extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11402,满溢的镧萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled lutetium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11430,满溢的镥萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled neodymium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11408,满溢的钕萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
filled praseodymium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11404,满溢的镨萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
